region,province,company,sector,industry,longitude,latitude,coordinates
NCR,Metro Manila,PHILIPPINE COLD STORAGE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9576873,14.6248598,"14.6248598,120.9576873"
NCR,Metro Manila,SILVER DUCK SHIPPING CORP.,Transportation,Warehousing and Support Activities for Transportation,120.957508,14.748334,"14.748334,120.957508"
NCR,Metro Manila,MAKATI TRANSFORWARDER CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9571273,14.6490329,"14.6490329,120.9571273"
NCR,Metro Manila,TRANSCOM CY,Transportation,Warehousing and Support Activities for Transportation,120.9570883,14.6249237,"14.6249237,120.9570883"
NCR,Metro Manila,VVS COLD STORAGE AND PROCESSING PLANT CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9566705,14.6395613,"14.6395613,120.9566705"
NCR,Metro Manila,VVS COLD STORAGE AND PROCESSING PLANT CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9566705,14.6395613,"14.6395613,120.9566705"
NCR,Metro Manila,"UNOMOVERS SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9565506,14.6309923,"14.6309923,120.9565506"
NCR,Metro Manila,"ROADLINK SOLUTIONS , INC.",Transportation,Land Transport and Transport Via Pipelines,120.956167,14.641093,"14.641093,120.956167"
NCR,Metro Manila,CDS MOVERS CORP.,Transportation,Land Transport and Transport Via Pipelines,120.955903,14.6406828,"14.6406828,120.955903"
NCR,Metro Manila,BOLINAO STORAGE SERVICES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9554875,14.6397874,"14.6397874,120.9554875"
NCR,Metro Manila,BOLINAO STORAGE SERVICES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9554875,14.6397874,"14.6397874,120.9554875"
NCR,Metro Manila,"SEASKY TRANSPORT INTERNATIONAL, INC.",Transportation,Warehousing and Support Activities for Transportation,120.955419,14.597219,"14.597219,120.955419"
NCR,Metro Manila,"INTERNATIONAL CONTAINER TERMINAL SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9544171,14.596941,"14.596941,120.9544171"
NCR,Metro Manila,"WCL COLD STORAGE SOLUTIONS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9528925,14.6325243,"14.6325243,120.9528925"
NCR,Metro Manila,"WCL COLD STORAGE SOLUTIONS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9528925,14.6325243,"14.6325243,120.9528925"
NCR,Metro Manila,ISLAS TANKERS SEATRANSPORT CORP.,Transportation,Water Transport,120.9524951,14.7035467,"14.7035467,120.9524951"
NCR,Metro Manila,KAI-ANYA FOODS INC. (CRYSTAL COLD STORAGE),Transportation,Warehousing and Support Activities for Transportation,120.9520035,14.6419059,"14.6419059,120.9520035"
NCR,Metro Manila,KAI-ANYA FOODS INC. (CRYSTAL COLD STORAGE),Transportation,Warehousing and Support Activities for Transportation,120.9520035,14.6419059,"14.6419059,120.9520035"
NCR,Metro Manila,MANILA INTERNATIONAL CONTAINER TERMINAL,Transportation,Warehousing and Support Activities for Transportation,120.9517779,14.5981306,"14.5981306,120.9517779"
NCR,Metro Manila,GOLDEN SHINE INTERNATIONAL FREIGHT FORWARDER,Transportation,Warehousing and Support Activities for Transportation,120.9515468,14.6322311,"14.6322311,120.9515468"
NCR,Metro Manila,CRYSTALCOLD CHAIN CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9513019,14.6451879,"14.6451879,120.9513019"
NCR,Metro Manila,CRYSTALCOLD CHAIN CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9513019,14.6451879,"14.6451879,120.9513019"
NCR,Metro Manila,MNO OCEAN TRADING,Transportation,Warehousing and Support Activities for Transportation,120.9511256,14.6442321,"14.6442321,120.9511256"
NCR,Metro Manila,MNO OCEAN TRADING,Transportation,Warehousing and Support Activities for Transportation,120.9511256,14.6442321,"14.6442321,120.9511256"
NCR,Metro Manila,QUADCO CORP.,Transportation,Land Transport and Transport Via Pipelines,120.9510757,14.649337,"14.649337,120.9510757"
NCR,Metro Manila,DELSEA RESOURCES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9510065,14.6448057,"14.6448057,120.9510065"
NCR,Metro Manila,DELSEA RESOURCES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9510065,14.6448057,"14.6448057,120.9510065"
NCR,Metro Manila,PHILSTORAGE CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9508594,14.6494419,"14.6494419,120.9508594"
NCR,Metro Manila,PHILSTORAGE CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9508594,14.6494419,"14.6494419,120.9508594"
NCR,Metro Manila,SOUTHERN STAR MARINE PROCESSING AND COLD STORAGE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9507581,14.6420581,"14.6420581,120.9507581"
NCR,Metro Manila,SOUTHERN STAR MARINE PROCESSING AND COLD STORAGE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9507581,14.6420581,"14.6420581,120.9507581"
NCR,Metro Manila,5F COLD STORAGE CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.950478,14.6455379,"14.6455379,120.950478"
NCR,Metro Manila,5F COLD STORAGE CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.950478,14.6455379,"14.6455379,120.950478"
NCR,Metro Manila,BERNAROI MARINE PRODUCTS,Transportation,Warehousing and Support Activities for Transportation,120.9472297,14.7156864,"14.7156864,120.9472297"
NCR,Metro Manila,BERNAROI MARINE PRODUCTS,Transportation,Warehousing and Support Activities for Transportation,120.9472297,14.7156864,"14.7156864,120.9472297"
NCR,Metro Manila,RBL FISHING CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9466781,14.6600181,"14.6600181,120.9466781"
NCR,Metro Manila,RBL FISHING CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9466781,14.6600181,"14.6600181,120.9466781"
NCR,Metro Manila,ARVIN INTERNATIONAL MARKETING INC.,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.9464312,14.6302577,"14.6302577,120.9464312"
NCR,Metro Manila,"VITA TROPIC ICE COMPANY, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9440485,14.6867674,"14.6867674,120.9440485"
NCR,Metro Manila,"VITA TROPIC ICE COMPANY, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9440485,14.6867674,"14.6867674,120.9440485"
NCR,Metro Manila,"HAPPY CHEF, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9398119,14.6714612,"14.6714612,120.9398119"
NCR,Metro Manila,"HAPPY CHEF, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9398119,14.6714612,"14.6714612,120.9398119"
NCR,Metro Manila,"CPL LOGISTICS & TRUCKING SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,100.6583941,13.8059152,"13.8059152,100.6583941"
NCR,Metro Manila,ASIA LOGISTICS & SUPPLY CHAIN,Transportation,Warehousing and Support Activities for Transportation,-0.4351506,51.5066794,"51.5066794,-0.4351506"
NCR,Metro Manila,LA PAZ CUSTOMS & PORT SERVICES,Transportation,Warehousing and Support Activities for Transportation,-68.1212091,-16.494359,"-16.494359,-68.1212091"
NCR,Metro Manila,S.O.S. TRANSPORT & LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,-123.1045542,45.3062038,"45.3062038,-123.1045542"
Region I,Pangasinan,"ECOLOGY SPECIALIST, INC.",Transportation,Warehousing and Support Activities for Transportation,120.7115592,18.1647281,"18.1647281,120.7115592"
Region I,Ilocos Norte,DTI ILOCOS NORTE PROVINCIAL OFFICE,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.611492,18.192081,"18.192081,120.611492"
Region I,Ilocos Norte,SIGAY COFFEE GROWERS ASSOCIATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.6101072,17.0826008,"17.0826008,120.6101072"
Region I,Ilocos Sur,GREGORIO DEL PILAR COFFEE GROWERS ASSOCIATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.5739579,17.2278664,"17.2278664,120.5739579"
Region I,La Union,SUYO COFFEE GROWERS ASSOCIATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.5624474,16.9658223,"16.9658223,120.5624474"
Region I,Pangasinan,"FORT ILOCANDIA LAND DEVELOPMENT CO., LTD.",Food Establishments,Accommodation,120.5219849,18.1554701,"18.1554701,120.5219849"
Region I,La Union,"JENTEC STORAGE, INC.",Transportation,Warehousing and Support Activities for Transportation,120.5036516,16.2104617,"16.2104617,120.5036516"
Region I,Pangasinan,"JENTEC STORAGE, INC.",Transportation,Warehousing and Support Activities for Transportation,120.5036516,16.2104617,"16.2104617,120.5036516"
Region I,La Union,3M PANGASINAN PROPERTIES AND DEVELOPMENT CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.4965214,15.9808387,"15.9808387,120.4965214"
Region I,Pangasinan,3M PANGASINAN PROPERTIES AND DEVELOPMENT CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.4965214,15.9808387,"15.9808387,120.4965214"
Region I,Pangasinan,KENWOOD COLD STORAGE,Transportation,Warehousing and Support Activities for Transportation,120.437257,16.077125,"16.077125,120.437257"
Region I,La Union,KENWOOD COLD STORAGE,Transportation,Warehousing and Support Activities for Transportation,120.437257,16.077125,"16.077125,120.437257"
Region I,La Union,"SEAOIL PHILIPPINES, INC.",Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.4242401,16.8829454,"16.8829454,120.4242401"
Region I,La Union,LDP FARMS FOOD CORP. COLD STORAGE,Transportation,Warehousing and Support Activities for Transportation,120.4186605,16.2061854,"16.2061854,120.4186605"
Region I,La Union,LDP FARMS FOOD CORP. COLD STORAGE,Transportation,Warehousing and Support Activities for Transportation,120.4186605,16.2061854,"16.2061854,120.4186605"
Region I,La Union,BALYENA TANKER CORPORATION,Transportation,Water Transport,120.4011911,16.2753212,"16.2753212,120.4011911"
Region I,Ilocos Norte,DTI ILOCOS SUR PROVINCIAL OFFICE,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.3866276,17.5715737,"17.5715737,120.3866276"
Region I,La Union,THE MONARCH HOSPITALITY AND TOURISM CORPORATION,Food Establishments,Accommodation,120.3579632,16.0218349,"16.0218349,120.3579632"
Region I,La Union,DTI PANGASINAN PROVINCIAL OFFICE,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.3574103,16.045657,"16.045657,120.3574103"
Region I,La Union,BALYENA TANKER CORPORATION,Transportation,Water Transport,120.3209373,16.6158906,"16.6158906,120.3209373"
Region I,Pangasinan,BALYENA TANKER CORPORATION,Transportation,Water Transport,120.3209373,16.6158906,"16.6158906,120.3209373"
Region I,Pangasinan,BALYENA TANKER CORPORATION,Transportation,Water Transport,120.3209373,16.6158906,"16.6158906,120.3209373"
Region I,Pangasinan,BALYENA TANKER CORPORATION,Transportation,Water Transport,120.3209373,16.6158906,"16.6158906,120.3209373"
Region I,ILOCOS SUR,NARRA TANKER CORPORATION,Transportation,Water Transport,120.3209373,16.6158906,"16.6158906,120.3209373"
Region I,ILOCOS SUR,NARRA TANKER CORPORATION,Transportation,Water Transport,120.3209373,16.6158906,"16.6158906,120.3209373"
Region I,ILOCOS SUR,DTI LA UNION PROVINCIAL OFFICE,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.3170239,16.6183339,"16.6183339,120.3170239"
Region I,La Union,DTI REGIONAL OFFICE,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.3165853,16.6203199,"16.6203199,120.3165853"
Region II,Isabela,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.9660496,20.4414359,"20.4414359,121.9660496"
Region II,Nueva Vizcaya,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.8787833,18.2489629,"18.2489629,121.8787833"
Region II,Quirino,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.8787833,18.2489629,"18.2489629,121.8787833"
Region II,Batanes,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.8685095,17.1327103,"17.1327103,121.8685095"
Region II,Cagayan,ARS COLD STORAGE WAREHOUSE,Transportation,Warehousing and Support Activities for Transportation,121.8107079,16.9753758,"16.9753758,121.8107079"
Region II,Cagayan,ASSOCIATION OF BAYABO YOUNG ENTREPRENUERS,Retail,"Retail Trade, Except of Motor Vehicles and Motorcycles",121.7166959,17.3239736,"17.3239736,121.7166959"
Region II,Isabela,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.521149,16.431804,"16.431804,121.521149"
Region II,Rizal,ARS COLD STORAGE WAREHOUSE,Transportation,Warehousing and Support Activities for Transportation,121.3770336,17.8277893,"17.8277893,121.3770336"
Region II,Isabela,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.1595271,16.4915206,"16.4915206,121.1595271"
Region III,Pampanga,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.3907514,15.3885964,"15.3885964,121.3907514"
Region III,Pampanga,CZARK MARK CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.0289951,14.5625312,"14.5625312,121.0289951"
Region III,Aurora,POULTRYMAX OMNIS INC.,Transportation,Warehousing and Support Activities for Transportation,121.009262,14.8443502,"14.8443502,121.009262"
Region III,Bataan,POULTRYMAX OMNIS INC.,Transportation,Warehousing and Support Activities for Transportation,121.009262,14.8443502,"14.8443502,121.009262"
Region III,Nueva Ecija,NORTH POINT INC.,Transportation,Warehousing and Support Activities for Transportation,121.0089196,14.8438821,"14.8438821,121.0089196"
Region III,Pampanga,NORTH POINT INC.,Transportation,Warehousing and Support Activities for Transportation,121.0089196,14.8438821,"14.8438821,121.0089196"
Region III,Tarlac,"BULACAN HJR INTERNATIONAL
CORPORATION",Transportation,Warehousing and Support Activities for Transportation,120.9862558,14.7481867,"14.7481867,120.9862558"
Region III,Zambales,FIRST MEYCAUYAN COLD STORAGE & LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9779227,14.7636199,"14.7636199,120.9779227"
Region III,Bulacan,FIRST MEYCAUYAN COLD STORAGE & LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9779227,14.7636199,"14.7636199,120.9779227"
Region III,Pampanga,FIRST MEYCAUYAN COLD STORAGE & LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9779227,14.7636199,"14.7636199,120.9779227"
Region III,Bulacan,FIRST MEYCAUYAN COLD STORAGE & LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9779227,14.7636199,"14.7636199,120.9779227"
Region III,Bulacan,"TOSEN FOODS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9694527,14.7445616,"14.7445616,120.9694527"
Region III,Bulacan,"ROYALE COLD STORAGE NORTH, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9678432,14.773068,"14.773068,120.9678432"
Region III,Tarlac,"ROYALE COLD STORAGE NORTH, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9678432,14.773068,"14.773068,120.9678432"
Region III,Bulacan,"ROYALE COLD STORAGE NORTH, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9678432,14.773068,"14.773068,120.9678432"
Region III,Pampanga,ROMBE PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,120.965195,14.777628,"14.777628,120.965195"
Region III,Bulacan,ROMBE PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,120.965195,14.777628,"14.777628,120.965195"
Region III,Pampanga,ALPHA ALLEANZA MANUFACTURING INC.,Transportation,Warehousing and Support Activities for Transportation,120.9650899,14.77757,"14.77757,120.9650899"
Region III,Bulacan,ALPHA ALLEANZA MANUFACTURING INC.,Transportation,Warehousing and Support Activities for Transportation,120.9650899,14.77757,"14.77757,120.9650899"
Region III,Pampanga,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.9648384,15.4688852,"15.4688852,120.9648384"
Region III,Tarlac,VIFEL ICE PLANT & COLD STORAGE WAREHOUSE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9550775,14.7502281,"14.7502281,120.9550775"
Region III,Pampanga,VIFEL ICE PLANT & COLD STORAGE WAREHOUSE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9550775,14.7502281,"14.7502281,120.9550775"
Region III,Zambales,"DRAGON WELLNESS FARMS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9515987,14.7841697,"14.7841697,120.9515987"
Region III,Bulacan,"DRAGON WELLNESS FARMS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9515987,14.7841697,"14.7841697,120.9515987"
Region III,Bulacan,NITO'S ENTERPRISES,Transportation,Warehousing and Support Activities for Transportation,120.9387938,15.3475062,"15.3475062,120.9387938"
Region III,Bulacan,NITO'S ENTERPRISES,Transportation,Warehousing and Support Activities for Transportation,120.9387938,15.3475062,"15.3475062,120.9387938"
Region III,Tarlac,"JENTEC STORAGE, INC. - PLARIDEL",Transportation,Warehousing and Support Activities for Transportation,120.9042646,14.8994402,"14.8994402,120.9042646"
Region III,Zambales,"JENTEC STORAGE, INC. - PLARIDEL",Transportation,Warehousing and Support Activities for Transportation,120.9042646,14.8994402,"14.8994402,120.9042646"
Region III,Pampanga,ROYAL CARGO INC.,Transportation,Warehousing and Support Activities for Transportation,120.9020967,14.8899292,"14.8899292,120.9020967"
Region III,Bulacan,ROYAL CARGO INC.,Transportation,Warehousing and Support Activities for Transportation,120.9020967,14.8899292,"14.8899292,120.9020967"
Region III,Pampanga,JOCKER'S FOOD INDUSTRIES,Transportation,Warehousing and Support Activities for Transportation,120.8730544,14.9002571,"14.9002571,120.8730544"
Region III,Pampanga,JOCKER'S FOOD INDUSTRIES,Transportation,Warehousing and Support Activities for Transportation,120.8730544,14.9002571,"14.9002571,120.8730544"
Region III,Pampanga,SAN MIGUEL AEROCITY INC.,Transportation,Warehousing and Support Activities for Transportation,120.8650351,14.8035437,"14.8035437,120.8650351"
Region III,Nueva Ecija,NORTH STAR MEAT MERCHANT,Transportation,Warehousing and Support Activities for Transportation,120.8640805,14.8429317,"14.8429317,120.8640805"
Region III,Pampanga,NORTH STAR MEAT MERCHANT,Transportation,Warehousing and Support Activities for Transportation,120.8640805,14.8429317,"14.8429317,120.8640805"
Region III,Bulacan,DEPARTMENT OF TRADE AND INDUSTRY/BULACAN CHAMBER OF COMMERCE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.8160469,14.8566104,"14.8566104,120.8160469"
Region III,Tarlac,FOSTER FOODS INC.,Transportation,Warehousing and Support Activities for Transportation,120.8118125,14.9098125,"14.9098125,120.8118125"
Region III,Pampanga,FOSTER FOODS INC.,Transportation,Warehousing and Support Activities for Transportation,120.8118125,14.9098125,"14.9098125,120.8118125"
Region III,Pampanga,GLACIER PULILAN REFRIGERATION SERVICES CORP.,Transportation,Warehousing and Support Activities for Transportation,120.8069961,14.9075635,"14.9075635,120.8069961"
Region III,Pampanga,GLACIER PULILAN REFRIGERATION SERVICES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.8069961,14.9075635,"14.9075635,120.8069961"
Region III,Bulacan,GLACIER PULILAN REFRIGERATION SERVICES CORP.,Transportation,Warehousing and Support Activities for Transportation,120.8069961,14.9075635,"14.9075635,120.8069961"
Region III,Bulacan,SAN SIMON MEAT PRODUCTS CORP. CS,Transportation,Warehousing and Support Activities for Transportation,120.7750488,14.9929838,"14.9929838,120.7750488"
Region III,Pampanga,SAN SIMON MEAT PRODUCTS CORP. CS,Transportation,Warehousing and Support Activities for Transportation,120.7750488,14.9929838,"14.9929838,120.7750488"
Region III,Pampanga,SAN SIMON COLD STORAGE INC.,Transportation,Warehousing and Support Activities for Transportation,120.7495289,14.9996885,"14.9996885,120.7495289"
Region III,Pampanga,SAN SIMON COLD STORAGE INC.,Transportation,Warehousing and Support Activities for Transportation,120.7495289,14.9996885,"14.9996885,120.7495289"
Region III,Pampanga,SN SMN MEAT PRODUCTS CORP. CS,Transportation,Warehousing and Support Activities for Transportation,120.7478677,15.0254006,"15.0254006,120.7478677"
Region III,Bulacan,SN SMN MEAT PRODUCTS CORP. CS,Transportation,Warehousing and Support Activities for Transportation,120.7478677,15.0254006,"15.0254006,120.7478677"
Region III,Pampanga,BOUNTY FRESH FOODS INC.,Transportation,Warehousing and Support Activities for Transportation,120.6673985,15.326862,"15.326862,120.6673985"
Region III,Bulacan,BOUNTY FRESH FOODS INC.,Transportation,Warehousing and Support Activities for Transportation,120.6673985,15.326862,"15.326862,120.6673985"
Region III,Bulacan,VENTORILLO MANAGEMENT CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.6643763,15.0507296,"15.0507296,120.6643763"
Region III,Bulacan,VENTORILLO MANAGEMENT CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.6643763,15.0507296,"15.0507296,120.6643763"
Region III,Pampanga,"JENTEC STORAGE, INC. - PAMPANGA",Transportation,Warehousing and Support Activities for Transportation,120.6614269,15.1091976,"15.1091976,120.6614269"
Region III,Pampanga,"JENTEC STORAGE, INC. - PAMPANGA",Transportation,Warehousing and Support Activities for Transportation,120.6614269,15.1091976,"15.1091976,120.6614269"
Region III,Pampanga,DTI,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.6433052,15.0741608,"15.0741608,120.6433052"
Region III,Pampanga,557 CORPORATION 1,Transportation,Warehousing and Support Activities for Transportation,120.6429505,15.0784805,"15.0784805,120.6429505"
Region III,Bataan,557 CORPORATION 1,Transportation,Warehousing and Support Activities for Transportation,120.6429505,15.0784805,"15.0784805,120.6429505"
Region III,Pampanga,ROYAL HUGO COOPER MARKETING CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.6357291,15.012101,"15.012101,120.6357291"
Region III,Bataan,ROYAL HUGO COOPER MARKETING CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.6357291,15.012101,"15.012101,120.6357291"
Region III,Bulacan,PAMPANGA'S BEST INC.,Transportation,Warehousing and Support Activities for Transportation,120.6257732,15.0871917,"15.0871917,120.6257732"
Region III,Bataan,PAMPANGA'S BEST INC.,Transportation,Warehousing and Support Activities for Transportation,120.6257732,15.0871917,"15.0871917,120.6257732"
Region III,Pampanga,MOR ENTERPRISES,Transportation,Warehousing and Support Activities for Transportation,120.6200797,15.099679,"15.099679,120.6200797"
Region III,Bulacan,MOR ENTERPRISES,Transportation,Warehousing and Support Activities for Transportation,120.6200797,15.099679,"15.099679,120.6200797"
Region III,Tarlac,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.6199895,15.079409,"15.079409,120.6199895"
Region III,Pampanga,RIZALYN'S MEAT MADNESS COLD STORAGE CORP.,Transportation,Warehousing and Support Activities for Transportation,120.6199895,15.079409,"15.079409,120.6199895"
Region III,Bulacan,AIR ASIA ZEST,Transportation,Air Transport,120.6199895,15.079409,"15.079409,120.6199895"
Region III,Bulacan,"ELEMATEC PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.6199895,15.079409,"15.079409,120.6199895"
Region III,Pampanga,RIZALYN'S MEAT MADNESS COLD STORAGE CORP.,Transportation,Warehousing and Support Activities for Transportation,120.6199895,15.079409,"15.079409,120.6199895"
Region III,Pampanga,ROEL'S FOOD CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.619116,15.1787092,"15.1787092,120.619116"
Region III,Bulacan,ROEL'S FOOD CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.619116,15.1787092,"15.1787092,120.619116"
Region III,Pampanga,"SHINSEI PRINTING PHILIPPINES, INC..",Transportation,Warehousing and Support Activities for Transportation,120.6111759,15.168403,"15.168403,120.6111759"
Region III,Bulacan,ARBEES' FOOD PRODUCTS,Transportation,Warehousing and Support Activities for Transportation,120.6097659,15.0999576,"15.0999576,120.6097659"
Region III,Bulacan,ARBEES' FOOD PRODUCTS,Transportation,Warehousing and Support Activities for Transportation,120.6097659,15.0999576,"15.0999576,120.6097659"
Region III,Pampanga,SDE (PHILIPPINES) CORPORATION - WAREHOUSING DIVISION,Transportation,Warehousing and Support Activities for Transportation,120.6042319,15.450961,"15.450961,120.6042319"
Region III,Tarlac,JENTEC STORAGE INC. (TARLAC CITY),Transportation,Warehousing and Support Activities for Transportation,120.6020353,15.4424546,"15.4424546,120.6020353"
Region III,Pampanga,JENTEC STORAGE INC. (TARLAC CITY),Transportation,Warehousing and Support Activities for Transportation,120.6020353,15.4424546,"15.4424546,120.6020353"
Region III,Zambales,NADECO MEIFOODS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.6016458,15.1307319,"15.1307319,120.6016458"
Region III,Bulacan,NADECO MEIFOODS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.6016458,15.1307319,"15.1307319,120.6016458"
Region III,Bulacan,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.5969768,15.4747703,"15.4747703,120.5969768"
Region III,Bulacan,GREENPINE DISTRIBUTION NETWORK CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.5963492,15.4754786,"15.4754786,120.5963492"
Region III,Tarlac,RED J FOODS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.5963492,15.4754786,"15.4754786,120.5963492"
Region III,Zambales,GREENPINE DISTRIBUTION NETWORK CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.5963492,15.4754786,"15.4754786,120.5963492"
Region III,Pampanga,RED J FOODS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.5963492,15.4754786,"15.4754786,120.5963492"
Region III,Bulacan,"LIMAY BULK HANDLING TERMINAL, INC.",Transportation,Land Transport and Transport Via Pipelines,120.5954412,14.5614626,"14.5614626,120.5954412"
Region III,Pampanga,SUPER SHOPPING MARKET INCORPORATED,Transportation,Warehousing and Support Activities for Transportation,120.5832688,15.192076,"15.192076,120.5832688"
Region III,Pampanga,SUPER SHOPPING MARKET INCORPORATED,Transportation,Warehousing and Support Activities for Transportation,120.5832688,15.192076,"15.192076,120.5832688"
Region III,Pampanga,CENTRAL FOOD TRADING CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.5786357,15.1447879,"15.1447879,120.5786357"
Region III,Nueva Ecija,CENTRAL FOOD TRADING CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.5786357,15.1447879,"15.1447879,120.5786357"
Region III,Pampanga,RMM COLD STORAGE,Transportation,Warehousing and Support Activities for Transportation,120.5764372,15.1441757,"15.1441757,120.5764372"
Region III,Bulacan,RMM COLD STORAGE,Transportation,Warehousing and Support Activities for Transportation,120.5764372,15.1441757,"15.1441757,120.5764372"
Region III,Tarlac,RMM COLD STORAGE,Transportation,Warehousing and Support Activities for Transportation,120.5764372,15.1441757,"15.1441757,120.5764372"
Region III,Pampanga,RMM COLD STORAGE,Transportation,Warehousing and Support Activities for Transportation,120.5764372,15.1441757,"15.1441757,120.5764372"
Region III,Pampanga,LA ROSE NOIRE PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,120.569902,15.1702582,"15.1702582,120.569902"
Region III,Pampanga,LA ROSE NOIRE PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,120.569902,15.1702582,"15.1702582,120.569902"
